READ SERR 1
@_compps_qdp_tmp.pco
!
2.61521387 1.50542147E-2 4.92735275E-8
2.64549661 1.52285341E-2 4.86048428E-8
2.67612982 1.54048717E-2 4.79436508E-8
2.70711803 1.55832525E-2 4.72898734E-8
2.73846507 1.57636981E-2 4.66434464E-8
2.77017498 1.59462318E-2 4.60042955E-8
2.80225205 1.61308814E-2 4.5372353E-8
2.83470058 1.63176674E-2 4.47475443E-8
2.86752486 1.65066179E-2 4.41298056E-8
2.90072918 1.66977551E-2 4.35190692E-8
2.93431807 1.6891107E-2 4.29152678E-8
2.96829581 1.70866959E-2 4.23183337E-8
3.00266719 1.72845516E-2 4.17282067E-8
3.03743649 1.74846966E-2 4.11448191E-8
3.07260823 1.76871605E-2 4.05681035E-8
3.10818744 1.78919677E-2 3.99980031E-8
3.14417863 1.8099146E-2 3.94344539E-8
3.18058634 1.83087252E-2 3.8877392E-8
3.21741581 1.85207296E-2 3.83267604E-8
3.25467181 1.8735189E-2 3.77824918E-8
3.29235911 1.89521331E-2 3.72445434E-8
3.33048272 1.91715881E-2 3.67128692E-8
3.36904788 1.93935856E-2 3.61874193E-8
3.4080596 1.96181517E-2 3.56681511E-8
3.44752312 1.98453199E-2 3.51550113E-8
3.48744369 2.00751182E-2 3.46479609E-8
3.52782631 2.03075763E-2 3.41469502E-8
3.56867671 2.05427278E-2 3.36519292E-8
3.6099999 2.07806006E-2 3.3162852E-8
3.65180182 2.10212283E-2 3.26796759E-8
3.69408774 2.12646425E-2 3.22023475E-8
3.73686314 2.15108767E-2 3.17308242E-8
3.78013396 2.17599608E-2 3.12650528E-8
3.82390594 2.20119283E-2 3.08049906E-8
3.86818457 2.22668145E-2 3.03505914E-8
3.91297603 2.2524653E-2 2.99018019E-8
3.95828629 2.27854755E-2 2.9458576E-8
4.00412083 2.30493192E-2 2.90208675E-8
4.05048656 2.33162176E-2 2.85886284E-8
4.09738922 2.35862061E-2 2.81618107E-8
4.14483452 2.38593221E-2 2.774037E-8
4.19282961 2.41355989E-2 2.73242673E-8
4.24138021 2.44150776E-2 2.69134564E-8
4.29049301 2.46977899E-2 2.65078963E-8
4.34017467 2.49837767E-2 2.61075446E-8
4.3904314 2.52730753E-2 2.57123567E-8
4.44127035 2.55657248E-2 2.53222883E-8
4.49269772 2.58617606E-2 2.49372967E-8
4.54472065 2.61612255E-2 2.45573393E-8
4.59734583 2.64641587E-2 2.41823681E-8
4.65058088 2.67705992E-2 2.38123423E-8
4.70443201 2.7080588E-2 2.34472157E-8
4.75890684 2.73941662E-2 2.30869439E-8
4.81401253 2.77113765E-2 2.27314825E-8
4.86975574 2.80322582E-2 2.2380787E-8
4.92614508 2.83568576E-2 2.20348113E-8
4.9831872 2.8685214E-2 2.16935128E-8
5.04088974 2.90173739E-2 2.13568434E-8
5.09926033 2.93533783E-2 2.10247606E-8
5.15830708 2.96932738E-2 2.06972182E-8
5.21803761 3.00371069E-2 2.03741735E-8
5.27845955 3.03849205E-2 2.00555821E-8
5.33958101 3.07367612E-2 1.97414014E-8
5.40141058 3.10926754E-2 1.94315852E-8
5.46395588 3.14527117E-2 1.91260927E-8
5.52722549 3.18169184E-2 1.88248794E-8
5.59122801 3.21853384E-2 1.8527901E-8
5.65597105 3.25580277E-2 1.82351148E-8
5.72146416 3.29350308E-2 1.79464763E-8
5.78771591 3.33164036E-2 1.7661943E-8
5.85473442 3.37021872E-2 1.73814687E-8
5.92252922 3.40924412E-2 1.71050125E-8
5.99110842 3.44872139E-2 1.683253E-8
